4 0 0 0.9175e0 -0.1144e0 0.3511e0 7.0000e0 -2.7934e0 0.1708e0
4 0 1 0.9028e0 -0.1127e0 0.3843e0 2.2000e0 -0.8308e0 0.2023e0
4 0 2 0.8751e0 -0.1096e0 0.4516e0 1.2000e0 -0.4159e0 0.2687e0

4 -1 0 0.7908e0 0.02024e0 5.4628e0 4.6000e0 -0.4038e0 0.4629e0
4 -1 1 0.7785e0 0.02005e0 5.8547e0 1.6000e0 -0.2323e0 0.2306e0
4 -1 2 0.7549e0 0.01985e0 6.5272e0 1.6000e0 -0.8136e0 0.03163e0

4 -2 0 0.7294e0 0.07842e0 1.5646e0 4.0000e0 0.2777e0 2.0647e0
4 -2 1 0.7154e0 0.07979e0 1.5852e0 1.3200e0 0.08694e0 4.3255e0
4 -2 2 0.6885e0 0.08259e0 1.6136e0 0.7500e0 0.05803e0 3.7971e0

4 -3 0 0.6728e0 0.1338e0 1.3413e0 3.700e0 0.5829e0 1.6681e0
4 -3 1 0.6562e0 0.1377e0 1.3456e0 1.1800e0 0.2111e0 1.4129e0
4 -3 2 0.6244e0 0.1454e0 1.3513e0 0.6600e0 0.1385e0 1.3742e0

4 -4 0 0.6256e0 0.1800e0 1.3218e0 3.4000e0 0.8696e0 1.4074e0
4 -4 1 0.6061e0 0.1869e0 1.3168e0 1.0800e0 0.3095e0 1.3279e0
4 -4 2 0.5686e0 0.2003e0 1.3068e0 0.5980e0 0.2015e0 1.3765e0




